mpg,cylinders,displacement,horsepower,weight,acceleration,model_year,power_to_weight,sqrt_displacement,inv_weight,horsepower_sq,origin_europe,origin_japan,origin_usa
33.0,4,91.0,53.0,1795,17.4,76,0.029526462395543174,9.539392014169456,0.0005571030640668524,2809.0,False,True,False
20.0,6,225.0,100.0,3651,17.7,76,0.027389756231169543,15.0,0.0002738975623116954,10000.0,False,False,True
18.0,6,250.0,78.0,3574,21.0,76,0.02182428651371013,15.811388300841896,0.0002797985450475658,6084.0,False,False,True
18.5,6,250.0,110.0,3645,16.2,76,0.03017832647462277,15.811388300841896,0.00027434842249657066,12100.0,False,False,True
17.5,6,258.0,95.0,3193,17.8,76,0.029752583777012214,16.06237840420901,0.00031318509238960227,9025.0,False,False,True
29.5,4,97.0,71.0,1825,12.2,76,0.03890410958904109,9.848857801796104,0.000547945205479452,5041.0,True,False,False
32.0,4,85.0,70.0,1990,17.0,76,0.035175879396984924,9.219544457292887,0.0005025125628140704,4900.0,False,True,False
28.0,4,97.0,75.0,2155,16.4,76,0.03480278422273782,9.848857801796104,0.0004640371229698376,5625.0,False,True,False
26.5,4,140.0,72.0,2565,13.6,76,0.028070175438596492,11.832159566199232,0.0003898635477582846,5184.0,False,False,True
20.0,4,130.0,102.0,3150,15.7,76,0.03238095238095238,11.40175425099138,0.00031746031746031746,10404.0,True,False,False
13.0,8,318.0,150.0,3940,13.2,76,0.03807106598984772,17.832554500127006,0.0002538071065989848,22500.0,False,False,True
19.0,4,120.0,88.0,3270,21.9,76,0.02691131498470948,10.954451150103322,0.0003058103975535168,7744.0,True,False,False
19.0,6,156.0,108.0,2930,15.5,76,0.03686006825938567,12.489995996796797,0.00034129692832764505,11664.0,False,True,False
16.5,6,168.0,120.0,3820,16.7,76,0.031413612565445025,12.96148139681572,0.0002617801047120419,14400.0,True,False,False
16.5,8,350.0,180.0,4380,12.1,76,0.0410958904109589,18.708286933869708,0.00022831050228310502,32400.0,False,False,True
13.0,8,350.0,145.0,4055,12.0,76,0.035758323057953144,18.708286933869708,0.0002466091245376079,21025.0,False,False,True
13.0,8,302.0,130.0,3870,15.0,76,0.03359173126614987,17.378147196982766,0.00025839793281653745,16900.0,False,False,True
13.0,8,318.0,150.0,3755,14.0,76,0.03994673768308921,17.832554500127006,0.0002663115845539281,22500.0,False,False,True
31.5,4,98.0,68.0,2045,18.5,77,0.033251833740831294,9.899494936611665,0.0004889975550122249,4624.0,False,True,False
30.0,4,111.0,80.0,2155,14.8,77,0.037122969837587005,10.535653752852738,0.0004640371229698376,6400.0,False,False,True
36.0,4,79.0,58.0,1825,18.6,77,0.03178082191780822,8.888194417315589,0.000547945205479452,3364.0,True,False,False
25.5,4,122.0,96.0,2300,15.5,77,0.04173913043478261,11.045361017187261,0.0004347826086956522,9216.0,False,False,True
33.5,4,85.0,70.0,1945,16.8,77,0.03598971722365039,9.219544457292887,0.0005141388174807198,4900.0,False,True,False
17.5,8,305.0,145.0,3880,12.5,77,0.037371134020618556,17.46424919657298,0.0002577319587628866,21025.0,False,False,True
17.0,8,260.0,110.0,4060,19.0,77,0.027093596059113302,16.1245154965971,0.0002463054187192118,12100.0,False,False,True
15.5,8,318.0,145.0,4140,13.7,77,0.035024154589371984,17.832554500127006,0.00024154589371980676,21025.0,False,False,True
15.0,8,302.0,130.0,4295,14.9,77,0.030267753201396973,17.378147196982766,0.00023282887077997672,16900.0,False,False,True
17.5,6,250.0,110.0,3520,16.4,77,0.03125,15.811388300841896,0.0002840909090909091,12100.0,False,False,True
20.5,6,231.0,105.0,3425,16.9,77,0.030656934306569343,15.198684153570664,0.00029197080291970805,11025.0,False,False,True
19.0,6,225.0,100.0,3630,17.7,77,0.027548209366391185,15.0,0.0002754820936639118,10000.0,False,False,True
18.5,6,250.0,98.0,3525,19.0,77,0.027801418439716313,15.811388300841896,0.00028368794326241134,9604.0,False,False,True
16.0,8,400.0,180.0,4220,11.1,77,0.04265402843601896,20.0,0.00023696682464454977,32400.0,False,False,True
15.5,8,350.0,170.0,4165,11.4,77,0.04081632653061224,18.708286933869708,0.00024009603841536616,28900.0,False,False,True
15.5,8,400.0,190.0,4325,12.2,77,0.04393063583815029,20.0,0.00023121387283236994,36100.0,False,False,True
16.0,8,351.0,149.0,4335,14.5,77,0.03437139561707036,18.734993995195193,0.0002306805074971165,22201.0,False,False,True
29.0,4,97.0,78.0,1940,14.5,77,0.04020618556701031,9.848857801796104,0.0005154639175257732,6084.0,True,False,False
24.5,4,151.0,88.0,2740,16.0,77,0.032116788321167884,12.288205727444508,0.000364963503649635,7744.0,False,False,True
26.0,4,97.0,75.0,2265,18.2,77,0.033112582781456956,9.848857801796104,0.0004415011037527594,5625.0,False,True,False
25.5,4,140.0,89.0,2755,15.8,77,0.032304900181488204,11.832159566199232,0.0003629764065335753,7921.0,False,False,True
30.5,4,98.0,63.0,2051,17.0,77,0.030716723549488054,9.899494936611665,0.00048756704046806434,3969.0,False,False,True
33.5,4,98.0,83.0,2075,15.9,77,0.04,9.899494936611665,0.00048192771084337347,6889.0,False,False,True
30.0,4,97.0,67.0,1985,16.4,77,0.033753148614609575,9.848857801796104,0.0005037783375314861,4489.0,False,True,False
30.5,4,97.0,78.0,2190,14.1,77,0.03561643835616438,9.848857801796104,0.00045662100456621003,6084.0,True,False,False
22.0,6,146.0,97.0,2815,14.5,77,0.034458259325044406,12.083045973594572,0.00035523978685612787,9409.0,False,True,False
21.5,4,121.0,110.0,2600,12.8,77,0.04230769230769231,11.0,0.0003846153846153846,12100.0,True,False,False
21.5,3,80.0,110.0,2720,13.5,77,0.04044117647058824,8.94427190999916,0.0003676470588235294,12100.0,False,True,False
43.1,4,90.0,48.0,1985,21.5,78,0.024181360201511334,9.486832980505138,0.0005037783375314861,2304.0,True,False,False
36.1,4,98.0,66.0,1800,14.4,78,0.03666666666666667,9.899494936611665,0.0005555555555555556,4356.0,False,False,True
32.8,4,78.0,52.0,1985,19.4,78,0.02619647355163728,8.831760866327848,0.0005037783375314861,2704.0,False,True,False
39.4,4,85.0,70.0,2070,18.6,78,0.033816425120772944,9.219544457292887,0.0004830917874396135,4900.0,False,True,False
36.1,4,91.0,60.0,1800,16.4,78,0.03333333333333333,9.539392014169456,0.0005555555555555556,3600.0,False,True,False
19.9,8,260.0,110.0,3365,15.5,78,0.03268945022288262,16.1245154965971,0.00029717682020802375,12100.0,False,False,True
19.4,8,318.0,140.0,3735,13.2,78,0.03748326639892905,17.832554500127006,0.0002677376171352075,19600.0,False,False,True
20.2,8,302.0,139.0,3570,12.8,78,0.03893557422969188,17.378147196982766,0.00028011204481792715,19321.0,False,False,True
19.2,6,231.0,105.0,3535,19.2,78,0.0297029702970297,15.198684153570664,0.0002828854314002829,11025.0,False,False,True
20.5,6,200.0,95.0,3155,18.2,78,0.030110935023771792,14.142135623730951,0.0003169572107765452,9025.0,False,False,True
20.2,6,200.0,85.0,2965,15.8,78,0.02866779089376054,14.142135623730951,0.0003372681281618887,7225.0,False,False,True
25.1,4,140.0,88.0,2720,15.4,78,0.03235294117647059,11.832159566199232,0.0003676470588235294,7744.0,False,False,True
20.5,6,225.0,100.0,3430,17.2,78,0.029154518950437316,15.0,0.0002915451895043732,10000.0,False,False,True
19.4,6,232.0,90.0,3210,17.2,78,0.028037383177570093,15.231546211727817,0.00031152647975077883,8100.0,False,False,True
20.6,6,231.0,105.0,3380,15.8,78,0.03106508875739645,15.198684153570664,0.0002958579881656805,11025.0,False,False,True
20.8,6,200.0,85.0,3070,16.7,78,0.02768729641693811,14.142135623730951,0.0003257328990228013,7225.0,False,False,True
18.6,6,225.0,110.0,3620,18.7,78,0.03038674033149171,15.0,0.00027624309392265195,12100.0,False,False,True
18.1,6,258.0,120.0,3410,15.1,78,0.03519061583577713,16.06237840420901,0.0002932551319648094,14400.0,False,False,True
19.2,8,305.0,145.0,3425,13.2,78,0.042335766423357665,17.46424919657298,0.00029197080291970805,21025.0,False,False,True
17.7,6,231.0,165.0,3445,13.4,78,0.047895500725689405,15.198684153570664,0.00029027576197387516,27225.0,False,False,True
18.1,8,302.0,139.0,3205,11.2,78,0.04336973478939157,17.378147196982766,0.00031201248049921997,19321.0,False,False,True
17.5,8,318.0,140.0,4080,13.7,78,0.03431372549019608,17.832554500127006,0.00024509803921568627,19600.0,False,False,True
30.0,4,98.0,68.0,2155,16.5,78,0.03155452436194896,9.899494936611665,0.0004640371229698376,4624.0,False,False,True
27.5,4,134.0,95.0,2560,14.2,78,0.037109375,11.575836902790225,0.000390625,9025.0,False,True,False
27.2,4,119.0,97.0,2300,14.7,78,0.04217391304347826,10.908712114635714,0.0004347826086956522,9409.0,False,True,False
30.9,4,105.0,75.0,2230,14.5,78,0.033632286995515695,10.246950765959598,0.0004484304932735426,5625.0,False,False,True
21.1,4,134.0,95.0,2515,14.8,78,0.03777335984095427,11.575836902790225,0.00039761431411530816,9025.0,False,True,False
23.2,4,156.0,105.0,2745,16.7,78,0.03825136612021858,12.489995996796797,0.00036429872495446266,11025.0,False,False,True
23.8,4,151.0,85.0,2855,17.6,78,0.0297723292469352,12.288205727444508,0.0003502626970227671,7225.0,False,False,True
23.9,4,119.0,97.0,2405,14.9,78,0.040332640332640335,10.908712114635714,0.0004158004158004158,9409.0,False,True,False
20.3,5,131.0,103.0,2830,15.9,78,0.036395759717314485,11.445523142259598,0.00035335689045936394,10609.0,True,False,False
17.0,6,163.0,125.0,3140,13.6,78,0.03980891719745223,12.767145334803704,0.0003184713375796178,15625.0,True,False,False
21.6,4,121.0,115.0,2795,15.7,78,0.04114490161001789,11.0,0.00035778175313059033,13225.0,True,False,False
16.2,6,163.0,133.0,3410,15.8,78,0.03900293255131965,12.767145334803704,0.0002932551319648094,17689.0,True,False,False
31.5,4,89.0,71.0,1990,14.9,78,0.035678391959798994,9.433981132056603,0.0005025125628140704,5041.0,True,False,False
29.5,4,98.0,68.0,2135,16.6,78,0.03185011709601874,9.899494936611665,0.000468384074941452,4624.0,False,True,False
21.5,6,231.0,115.0,3245,15.4,79,0.03543913713405239,15.198684153570664,0.0003081664098613251,13225.0,False,False,True
19.8,6,200.0,85.0,2990,18.2,79,0.028428093645484948,14.142135623730951,0.00033444816053511704,7225.0,False,False,True
22.3,4,140.0,88.0,2890,17.3,79,0.03044982698961938,11.832159566199232,0.00034602076124567473,7744.0,False,False,True
20.2,6,232.0,90.0,3265,18.2,79,0.027565084226646247,15.231546211727817,0.00030627871362940275,8100.0,False,False,True
20.6,6,225.0,110.0,3360,16.6,79,0.03273809523809524,15.0,0.00029761904761904765,12100.0,False,False,True
17.0,8,305.0,130.0,3840,15.4,79,0.033854166666666664,17.46424919657298,0.00026041666666666666,16900.0,False,False,True
17.6,8,302.0,129.0,3725,13.4,79,0.03463087248322148,17.378147196982766,0.00026845637583892615,16641.0,False,False,True
16.5,8,351.0,138.0,3955,13.2,79,0.03489254108723135,18.734993995195193,0.00025284450063211124,19044.0,False,False,True
18.2,8,318.0,135.0,3830,15.2,79,0.03524804177545692,17.832554500127006,0.0002610966057441253,18225.0,False,False,True
16.9,8,350.0,155.0,4360,14.9,79,0.03555045871559633,18.708286933869708,0.00022935779816513763,24025.0,False,False,True
15.5,8,351.0,142.0,4054,14.3,79,0.03502713369511593,18.734993995195193,0.000246669955599408,20164.0,False,False,True
19.2,8,267.0,125.0,3605,15.0,79,0.03467406380027739,16.34013463836819,0.00027739251040221914,15625.0,False,False,True
18.5,8,360.0,150.0,3940,13.0,79,0.03807106598984772,18.973665961010276,0.0002538071065989848,22500.0,False,False,True
31.9,4,89.0,71.0,1925,14.0,79,0.036883116883116886,9.433981132056603,0.0005194805194805195,5041.0,True,False,False
34.1,4,86.0,65.0,1975,15.2,79,0.03291139240506329,9.273618495495704,0.0005063291139240507,4225.0,False,True,False
35.7,4,98.0,80.0,1915,14.4,79,0.04177545691906005,9.899494936611665,0.0005221932114882506,6400.0,False,False,True
27.4,4,121.0,80.0,2670,15.0,79,0.0299625468164794,11.0,0.0003745318352059925,6400.0,False,False,True
25.4,5,183.0,77.0,3530,20.1,79,0.02181303116147309,13.527749258468683,0.00028328611898016995,5929.0,True,False,False
23.0,8,350.0,125.0,3900,17.4,79,0.03205128205128205,18.708286933869708,0.0002564102564102564,15625.0,False,False,True
27.2,4,141.0,71.0,3190,24.8,79,0.02225705329153605,11.874342087037917,0.00031347962382445143,5041.0,True,False,False
23.9,8,260.0,90.0,3420,22.2,79,0.02631578947368421,16.1245154965971,0.00029239766081871346,8100.0,False,False,True
34.2,4,105.0,70.0,2200,13.2,79,0.031818181818181815,10.246950765959598,0.00045454545454545455,4900.0,False,False,True
34.5,4,105.0,70.0,2150,14.9,79,0.03255813953488372,10.246950765959598,0.00046511627906976747,4900.0,False,False,True
31.8,4,85.0,65.0,2020,19.2,79,0.03217821782178218,9.219544457292887,0.0004950495049504951,4225.0,False,True,False
37.3,4,91.0,69.0,2130,14.7,79,0.0323943661971831,9.539392014169456,0.00046948356807511736,4761.0,True,False,False
28.4,4,151.0,90.0,2670,16.0,79,0.033707865168539325,12.288205727444508,0.0003745318352059925,8100.0,False,False,True
28.8,6,173.0,115.0,2595,11.3,79,0.04431599229287091,13.152946437965905,0.0003853564547206166,13225.0,False,False,True
26.8,6,173.0,115.0,2700,12.9,79,0.04259259259259259,13.152946437965905,0.00037037037037037035,13225.0,False,False,True
33.5,4,151.0,90.0,2556,13.2,79,0.035211267605633804,12.288205727444508,0.0003912363067292645,8100.0,False,False,True
41.5,4,98.0,76.0,2144,14.7,80,0.03544776119402985,9.899494936611665,0.0004664179104477612,5776.0,True,False,False
38.1,4,89.0,60.0,1968,18.8,80,0.03048780487804878,9.433981132056603,0.0005081300813008131,3600.0,False,True,False
32.1,4,98.0,70.0,2120,15.5,80,0.0330188679245283,9.899494936611665,0.0004716981132075472,4900.0,False,False,True
37.2,4,86.0,65.0,2019,16.4,80,0.032194155522535906,9.273618495495704,0.0004952947003467063,4225.0,False,True,False
28.0,4,151.0,90.0,2678,16.5,80,0.033607169529499624,12.288205727444508,0.0003734129947722181,8100.0,False,False,True
26.4,4,140.0,88.0,2870,18.1,80,0.030662020905923345,11.832159566199232,0.0003484320557491289,7744.0,False,False,True
24.3,4,151.0,90.0,3003,20.1,80,0.029970029970029972,12.288205727444508,0.000333000333000333,8100.0,False,False,True
19.1,6,225.0,90.0,3381,18.7,80,0.026619343389529725,15.0,0.0002957704821058858,8100.0,False,False,True
34.3,4,97.0,78.0,2188,15.8,80,0.0356489945155393,9.848857801796104,0.0004570383912248629,6084.0,True,False,False
29.8,4,134.0,90.0,2711,15.5,80,0.033198081888601995,11.575836902790225,0.00036886757654002215,8100.0,False,True,False
31.3,4,120.0,75.0,2542,17.5,80,0.029504327301337528,10.954451150103322,0.0003933910306845004,5625.0,False,True,False
37.0,4,119.0,92.0,2434,15.0,80,0.03779786359901397,10.908712114635714,0.0004108463434675431,8464.0,False,True,False
32.2,4,108.0,75.0,2265,15.2,80,0.033112582781456956,10.392304845413264,0.0004415011037527594,5625.0,False,True,False
46.6,4,86.0,65.0,2110,17.9,80,0.030805687203791468,9.273618495495704,0.00047393364928909954,4225.0,False,True,False
27.9,4,156.0,105.0,2800,14.4,80,0.0375,12.489995996796797,0.00035714285714285714,11025.0,False,False,True
40.8,4,85.0,65.0,2110,19.2,80,0.030805687203791468,9.219544457292887,0.00047393364928909954,4225.0,False,True,False
44.3,4,90.0,48.0,2085,21.7,80,0.02302158273381295,9.486832980505138,0.00047961630695443646,2304.0,True,False,False
43.4,4,90.0,48.0,2335,23.7,80,0.020556745182012847,9.486832980505138,0.00042826552462526765,2304.0,True,False,False
36.4,5,121.0,67.0,2950,19.9,80,0.02271186440677966,11.0,0.00033898305084745765,4489.0,True,False,False
30.0,4,146.0,67.0,3250,21.8,80,0.020615384615384615,12.083045973594572,0.0003076923076923077,4489.0,True,False,False
44.6,4,91.0,67.0,1850,13.8,80,0.036216216216216214,9.539392014169456,0.0005405405405405405,4489.0,False,True,False
40.9,4,85.0,93.5,1835,17.3,80,0.050953678474114444,9.219544457292887,0.0005449591280653951,8742.25,True,False,False
33.8,4,97.0,67.0,2145,18.0,80,0.031235431235431235,9.848857801796104,0.0004662004662004662,4489.0,False,True,False
29.8,4,89.0,62.0,1845,15.3,80,0.03360433604336043,9.433981132056603,0.0005420054200542005,3844.0,True,False,False
32.7,6,168.0,132.0,2910,11.4,80,0.04536082474226804,12.96148139681572,0.0003436426116838488,17424.0,False,True,False
23.7,3,70.0,100.0,2420,12.5,80,0.04132231404958678,8.366600265340756,0.00041322314049586776,10000.0,False,True,False
35.0,4,122.0,88.0,2500,15.1,80,0.0352,11.045361017187261,0.0004,7744.0,True,False,False
23.6,4,140.0,93.5,2905,14.3,80,0.032185886402753876,11.832159566199232,0.00034423407917383823,8742.25,False,False,True
32.4,4,107.0,72.0,2290,17.0,80,0.0314410480349345,10.344080432788601,0.0004366812227074236,5184.0,False,True,False
27.2,4,135.0,84.0,2490,15.7,81,0.033734939759036145,11.61895003862225,0.00040160642570281126,7056.0,False,False,True
26.6,4,151.0,84.0,2635,16.4,81,0.031878557874762806,12.288205727444508,0.0003795066413662239,7056.0,False,False,True
25.8,4,156.0,92.0,2620,14.4,81,0.035114503816793895,12.489995996796797,0.0003816793893129771,8464.0,False,False,True
23.5,6,173.0,110.0,2725,12.6,81,0.04036697247706422,13.152946437965905,0.0003669724770642202,12100.0,False,False,True
30.0,4,135.0,84.0,2385,12.9,81,0.03522012578616352,11.61895003862225,0.0004192872117400419,7056.0,False,False,True
39.1,4,79.0,58.0,1755,16.9,81,0.03304843304843305,8.888194417315589,0.0005698005698005698,3364.0,False,True,False
39.0,4,86.0,64.0,1875,16.4,81,0.034133333333333335,9.273618495495704,0.0005333333333333334,4096.0,False,False,True
35.1,4,81.0,60.0,1760,16.1,81,0.03409090909090909,9.0,0.0005681818181818182,3600.0,False,True,False
32.3,4,97.0,67.0,2065,17.8,81,0.0324455205811138,9.848857801796104,0.00048426150121065375,4489.0,False,True,False
37.0,4,85.0,65.0,1975,19.4,81,0.03291139240506329,9.219544457292887,0.0005063291139240507,4225.0,False,True,False
37.7,4,89.0,62.0,2050,17.3,81,0.03024390243902439,9.433981132056603,0.0004878048780487805,3844.0,False,True,False
34.1,4,91.0,68.0,1985,16.0,81,0.03425692695214106,9.539392014169456,0.0005037783375314861,4624.0,False,True,False
34.7,4,105.0,63.0,2215,14.9,81,0.028442437923250564,10.246950765959598,0.0004514672686230248,3969.0,False,False,True
34.4,4,98.0,65.0,2045,16.2,81,0.03178484107579462,9.899494936611665,0.0004889975550122249,4225.0,False,False,True
29.9,4,98.0,65.0,2380,20.7,81,0.0273109243697479,9.899494936611665,0.0004201680672268908,4225.0,False,False,True
33.0,4,105.0,74.0,2190,14.2,81,0.033789954337899546,10.246950765959598,0.00045662100456621003,5476.0,True,False,False
34.5,4,100.0,93.5,2320,15.8,81,0.04030172413793103,10.0,0.0004310344827586207,8742.25,True,False,False
33.7,4,107.0,75.0,2210,14.4,81,0.033936651583710405,10.344080432788601,0.00045248868778280545,5625.0,False,True,False
32.4,4,108.0,75.0,2350,16.8,81,0.031914893617021274,10.392304845413264,0.000425531914893617,5625.0,False,True,False
32.9,4,119.0,100.0,2615,14.8,81,0.03824091778202677,10.908712114635714,0.0003824091778202677,10000.0,False,True,False
31.6,4,120.0,74.0,2635,18.3,81,0.02808349146110057,10.954451150103322,0.0003795066413662239,5476.0,False,True,False
28.1,4,141.0,80.0,3230,20.4,81,0.02476780185758514,11.874342087037917,0.00030959752321981426,6400.0,True,False,False
30.7,6,145.0,76.0,3160,19.6,81,0.024050632911392405,12.041594578792296,0.00031645569620253165,5776.0,True,False,False
25.4,6,168.0,116.0,2900,12.6,81,0.04,12.96148139681572,0.0003448275862068965,13456.0,False,True,False
24.2,6,146.0,120.0,2930,13.8,81,0.040955631399317405,12.083045973594572,0.00034129692832764505,14400.0,False,True,False
22.4,6,231.0,110.0,3415,15.8,81,0.032210834553440704,15.198684153570664,0.00029282576866764275,12100.0,False,False,True
26.6,8,350.0,105.0,3725,19.0,81,0.028187919463087248,18.708286933869708,0.00026845637583892615,11025.0,False,False,True
20.2,6,200.0,88.0,3060,17.1,81,0.02875816993464052,14.142135623730951,0.000326797385620915,7744.0,False,False,True
17.6,6,225.0,85.0,3465,16.6,81,0.024531024531024532,15.0,0.0002886002886002886,7225.0,False,False,True
28.0,4,112.0,88.0,2605,19.6,82,0.03378119001919386,10.583005244258363,0.00038387715930902113,7744.0,False,False,True
27.0,4,112.0,88.0,2640,18.6,82,0.03333333333333333,10.583005244258363,0.0003787878787878788,7744.0,False,False,True
34.0,4,112.0,88.0,2395,18.0,82,0.03674321503131524,10.583005244258363,0.0004175365344467641,7744.0,False,False,True
31.0,4,112.0,85.0,2575,16.2,82,0.03300970873786408,10.583005244258363,0.0003883495145631068,7225.0,False,False,True
29.0,4,135.0,84.0,2525,16.0,82,0.03326732673267327,11.61895003862225,0.00039603960396039607,7056.0,False,False,True
27.0,4,151.0,90.0,2735,18.0,82,0.03290676416819013,12.288205727444508,0.00036563071297989033,8100.0,False,False,True
24.0,4,140.0,92.0,2865,16.4,82,0.03211169284467714,11.832159566199232,0.00034904013961605586,8464.0,False,False,True
23.0,4,151.0,93.5,3035,20.5,82,0.030807248764415155,12.288205727444508,0.00032948929159802305,8742.25,False,False,True
36.0,4,105.0,74.0,1980,15.3,82,0.03737373737373737,10.246950765959598,0.000505050505050505,5476.0,True,False,False
37.0,4,91.0,68.0,2025,18.2,82,0.03358024691358025,9.539392014169456,0.0004938271604938272,4624.0,False,True,False
31.0,4,91.0,68.0,1970,17.6,82,0.03451776649746193,9.539392014169456,0.0005076142131979696,4624.0,False,True,False
38.0,4,105.0,63.0,2125,14.7,82,0.029647058823529412,10.246950765959598,0.00047058823529411766,3969.0,False,False,True
36.0,4,98.0,70.0,2125,17.3,82,0.03294117647058824,9.899494936611665,0.00047058823529411766,4900.0,False,False,True
36.0,4,120.0,88.0,2160,14.5,82,0.040740740740740744,10.954451150103322,0.000462962962962963,7744.0,False,True,False
36.0,4,107.0,75.0,2205,14.5,82,0.034013605442176874,10.344080432788601,0.00045351473922902497,5625.0,False,True,False
34.0,4,108.0,70.0,2245,16.9,82,0.031180400890868598,10.392304845413264,0.00044543429844097997,4900.0,False,True,False
38.0,4,91.0,67.0,1965,15.0,82,0.03409669211195929,9.539392014169456,0.0005089058524173028,4489.0,False,True,False
32.0,4,91.0,67.0,1965,15.7,82,0.03409669211195929,9.539392014169456,0.0005089058524173028,4489.0,False,True,False
38.0,4,91.0,67.0,1995,16.2,82,0.033583959899749376,9.539392014169456,0.0005012531328320802,4489.0,False,True,False
25.0,6,181.0,110.0,2945,16.4,82,0.03735144312393888,13.45362404707371,0.00033955857385398983,12100.0,False,False,True
38.0,6,262.0,85.0,3015,17.0,82,0.028192371475953566,16.186414056238647,0.0003316749585406302,7225.0,False,False,True
26.0,4,156.0,92.0,2585,14.5,82,0.035589941972920695,12.489995996796797,0.00038684719535783365,8464.0,False,False,True
22.0,6,232.0,112.0,2835,14.7,82,0.03950617283950617,15.231546211727817,0.0003527336860670194,12544.0,False,False,True
32.0,4,144.0,96.0,2665,13.9,82,0.03602251407129456,12.0,0.000375234521575985,9216.0,False,True,False
36.0,4,135.0,84.0,2370,13.0,82,0.035443037974683546,11.61895003862225,0.0004219409282700422,7056.0,False,False,True
27.0,4,151.0,90.0,2950,17.3,82,0.030508474576271188,12.288205727444508,0.00033898305084745765,8100.0,False,False,True
27.0,4,140.0,86.0,2790,15.6,82,0.03082437275985663,11.832159566199232,0.00035842293906810036,7396.0,False,False,True
44.0,4,97.0,52.0,2130,24.6,82,0.024413145539906103,9.848857801796104,0.00046948356807511736,2704.0,True,False,False
32.0,4,135.0,84.0,2295,11.6,82,0.036601307189542485,11.61895003862225,0.00043572984749455336,7056.0,False,False,True
28.0,4,120.0,79.0,2625,18.6,82,0.030095238095238095,10.954451150103322,0.00038095238095238096,6241.0,False,False,True
31.0,4,119.0,82.0,2720,19.4,82,0.030147058823529412,10.908712114635714,0.0003676470588235294,6724.0,False,False,True
